FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId,fullname
NERC,NE/G00787X/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Wells,Neil,Christopher,,,,,,Meridional Overturning circulation at 26N and the North Atlantic heat COtent (MONACO),2009-01-06,2009-01-06,281436.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/G00787X/1,E35D025A-A555-405B-B033-F7605C4F5CE1,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,6BD88ACE-4E93-4669-A14C-043FBF9B7893,"Wells, Neil Christopher"
EPSRC,EP/K006002/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Thompson,David,John,http://orcid.org/0000-0002-7964-5906,,,,,Modelling of Train Induced Vibration (MOTIV),2013-02-14,2013-02-14,280849.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/K006002/1,E9E4347B-5081-4672-892C-F8B9913CBC56,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,7CE0D6F1-F544-4343-BB57-DC14D7A59D82,"Thompson, David John"
EPSRC,EP/R01339X/1,University of Southampton,School of Chemistry,Research Grant,Day,Graeme,Matthew,http://orcid.org/0000-0001-8396-2771,,,,,A Supramolecular Gel Phase Crystallisation Strategy,2018-01-03,2018-01-03,279757.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/R01339X/1,AEAF92F0-63F4-416B-B171-35792C0C67FD,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,280E0A61-B62F-4F2D-A737-26E12DD97B57,"Day, Graeme Matthew"
NERC,NE/I023864/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Bull,Jonathan,,,,,,,The sedimentology of fluvial megascours,2012-01-07,2012-01-07,279702.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/I023864/1,523BF2BA-537F-4D84-820D-EA3D807D3EE9,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,778A2215-52BF-43B1-874E-8A26C5BD7024,
EPSRC,EP/M022692/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Sandham,Neil David,,,,,,,Unsteady aerodynamics of wings in extreme conditions,2015-01-07,2015-01-07,279100.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/M022692/1,F8176BA3-99A9-4CE3-8897-5EF03B5B5362,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,FF04A1E0-C54B-4B74-8C07-D74F591EC98F,
EPSRC,EP/V520056/1,University of Southampton,Sch of Mathematical Sciences,Training Grant,,,,,,,,,Maths DTP 2020 University of Southampton,2020-09-17,2020-09-17,278942.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/V520056/1,C48B0407-026B-4518-B631-D7D181D7AFD6,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
STFC,ST/M503794/1,University of Southampton,School of Physics and Astronomy,Training Grant,,,,,,,,,Training Grant Southampton Physics and Astronomy,2014-01-10,2014-01-10,278571.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ST/M503794/1,384AE594-9238-40A5-AB74-2EA2E2232FDF,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,EP/N008707/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Wilson,Philip,Alan,http://orcid.org/0000-0002-6939-682X,,,,,Dynamic Environment Prediction: Safe launch and recovery in high sea states. A Co-creation Initiative.,2016-01-05,2016-01-05,278343.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/N008707/1,08DE064E-CF7B-419B-B31A-A4950E935E4E,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,27201D58-6871-4B0F-8ACB-A161A8CBF108,"Wilson, Philip Alan"
EPSRC,EP/L02392X/1,University of Southampton,Electronics and Computer Science,Research Grant,Costanza,Enrico,,http://orcid.org/0000-0002-1842-8342,,,,,CharIoT: Leveraging the Internet of Things to Reduce Fuel Poverty,2014-01-10,2014-01-10,277067.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/L02392X/1,E63A5272-C8AF-47A4-8FDE-0CCB6521C68C,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,E8FCFE29-5AF3-44A6-81AC-CAAB1C6691F3,
NERC,NE/I006311/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Teagle,Damon,Andrew,http://orcid.org/0000-0002-4416-8409,,,,,Ocean Basement Calcium Carbonate Veins as Recorders of Past Ocean Chemistry and the Global Carbon Cycle,2010-01-08,2010-01-08,276802.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/I006311/1,6E8340DC-B26A-4004-BC3F-4B91EB168102,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,288C0116-BB29-46A2-9D9C-0E904AB3A491,"Teagle, Damon Andrew"
EPSRC,EP/P032826/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Heaven,Sonia,,,,,,,Rice straw to Biogas (R2B),2017-01-03,2017-01-03,276754.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/P032826/1,9E587400-A978-4658-964A-E61F394FEAFA,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,6072278D-5429-4B54-A4C2-37D76452CA7D,
EPSRC,EP/L022230/1,University of Southampton,Optoelectronics Research Centre,Research Grant,Eason,Robert,William,,,,,,Digital Multimirror Devices for laser-based Manufacturing,2014-05-02,2014-05-02,276282.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/L022230/1,F48EA5FA-6B4D-4661-A8B7-C29BE3050ADE,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,6326BDB1-F24C-4D56-92EF-9039A38B43A6,"Eason, Robert William"
EPSRC,EP/E055567/2,University of Southampton,Faculty of Engineering & the Environment,Fellowship,Wilson,Richard,Edward,,,,,,A Multiscale Framework for Forecasting Highway Traffic Flow,2010-01-10,2010-01-10,276251.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/E055567/2,92E1C4A6-2BC0-4E96-8325-28ED994FBAB8,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,CD7EB35C-B6AD-445D-9478-0A996C740A99,"Wilson, Richard Edward"
NERC,NE/D005728/2,University of Southampton,School of Ocean and Earth Science,Research Grant,Minshull,Timothy,,,,,,,Dynamics of gas hydrates in polar marine environments.,2008-01-04,2008-01-04,275041.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/D005728/2,07C62949-1D9B-4AB5-B1B5-6458EA023B21,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,1951B66E-076F-47B7-9F03-4D7A254278EF,
AHRC,119259/1,University of Southampton,Faculty of Humanities,Research Grant,Mazdon,Lucy,,,,,,,French cinema in Britain since 1930,2006-01-07,2006-01-07,274890.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=119259/1,4C95B3E0-5ADD-48B6-BB06-B5EAED2597D5,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,0D5A18A2-8B19-411B-85CE-036A5E7CA96E,
ESRC,ES/K01210X/1,University of Southampton,School of Social Sciences,Research Grant,Ornaghi,Carmine,,,,,,,The Impact of Price and Information on Water Consumption,2013-09-29,2013-09-29,274578.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ES/K01210X/1,DC58EBBF-A402-4C83-A567-50AEEE8D63EC,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,4F66CA42-3108-4F9A-AEC6-0B9BBC48C4E4,
EPSRC,EP/E051049/1,University of Southampton,School of Chemistry,Research Grant,Weller,Mark,,,,,,,The Structural Chemistry of Hydrogenous Materials,2007-05-11,2007-05-11,273651.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/E051049/1,F6CFFA8F-EA3E-4701-AC51-B7393ADF52B2,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,5A3181A1-0E51-4642-8985-C5FE07EF56D4,
EPSRC,EP/F032218/1,University of Southampton,Optoelectronics Research Centre,Research Grant,Richardson,David,John,,,,,,Advanced all-optical signal processing using quadratic nonlinearities,2008-09-30,2008-09-30,273373.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/F032218/1,A027ED93-5D15-4078-8853-6981FDF04088,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,3A138F39-F12F-4522-84DE-A13E155535B9,"Richardson, David John"
EPSRC,EP/J010073/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Tutty,Owen,,,,,,,Sum-of-Squares Approach to Global Stability and Control of Fluid Flows,2013-02-15,2013-02-15,272242.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/J010073/1,B36853C2-FD79-40B3-ABEB-7D313DB4BCC0,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,30BB26C9-1862-4947-8CFA-41905FE9CF1B,
EPSRC,EP/N006895/1,University of Southampton,School of Chemistry,Research Grant,Kuprov,Ilya,,,,,,,Non-classical paramagnetic susceptibility and anisotropy in lanthanide coordination complexes: a combined experimental and theoretical study,2016-05-01,2016-05-01,271377.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/N006895/1,73733352-AB8A-49E3-9CDA-4AF6C136194E,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,5B714603-8104-4A16-BA83-3F7F3CB5A093,
NERC,NE/K00185X/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Moore,Christopher,Mark,,,,,,CaNDyFloSS: Carbon and Nutrient Dynamics and Fluxes over Shelf Systems,2013-01-10,2013-01-10,271343.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/K00185X/1,4ADE4CAE-DFED-4414-8E8B-CC292A73794A,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,5D80EA59-30E9-41D6-96A1-586313AE65E8,"Moore, Christopher Mark"
NERC,NE/J007951/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Hauton,Chris,,http://orcid.org/0000-0002-2313-4226,,,,,Climate change and the costs of survival in two species of marine crabs with contrasting abilities to compensate for environmental change,2012-01-11,2012-01-11,271289.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/J007951/1,54EBBDEB-2501-4F98-84EA-46A9FA574038,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,A6A2C909-82D0-4A29-A772-79DB4F97FE2E,
NERC,NE/K013386/1,University of Southampton,School of Geography,Research Grant,Leyland,Julian,,,,,,,How does the development of particle scale structure control river scale morphology?,2014-01-01,2014-01-01,270230.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/K013386/1,099FFFE2-0145-4DFE-B11E-45F8D56DC107,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,CA8DE00E-9769-4371-A48E-D9C4056D74C6,
EPSRC,EP/G05536X/1,University of Southampton,School of Physics and Astronomy,Research Grant,Apostolopoulos,Vasileios,,,,,,,All-Semiconductor Integrated Terahertz Time Domain Spectrometer,2010-01-03,2010-01-03,270090.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/G05536X/1,83136491-8860-4778-BD92-616FED125365,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,50DEDD89-D8B0-4E8F-B2DB-AF0CA609B4E7,
EPSRC,EP/F044194/1,University of Southampton,School of Mathematics,Research Grant,Voll,Christopher,,,,,,,Zeta functions of groups and rings and Igusa's local zeta function,2009-01-04,2009-01-04,269889.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/F044194/1,DF77E2EC-15B0-4178-8088-96EA000504F4,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,65A10876-B1CE-4693-BE4F-CD4954823C3D,
EPSRC,EP/F056826/1,University of Southampton,School of Chemistry,Research Grant,Stulz,Eugen,,http://orcid.org/0000-0002-5302-2276,,,,,Molecular Software and Hardware for Programmed Chemical Synthesis,2008-10-15,2008-10-15,269441.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/F056826/1,B42DB520-6170-4EEC-A0BD-299719B8A290,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,C428B01A-895A-49FA-909F-1C1A5E51D8AB,
NERC,NE/K000233/1,University of Southampton,School of Geography,Research Grant,Edwards,Mary,,,,,,,Lakes and the Arctic Carbon Cycle,2012-01-08,2012-01-08,269170.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/K000233/1,71261AC5-437B-492A-86B0-0BEE369FEE84,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,AB93A48C-73D3-4A83-B629-313E442A0AF9,
NERC,NE/J022403/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Leighton,Timothy G,,,,,,,Geophysical quantification of seafloor greenhouse gas: the effect of gas bubble and hydrate morphology on sediment geophysical properties.,2013-08-02,2013-08-02,267481.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/J022403/1,2CA5E2BF-36B9-4A1D-99D3-3599C8A67CE1,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,3A02E677-2DEE-4D32-B026-9C0132155627,
EPSRC,EP/I016570/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Luo,Kai,Hong,,,,,,"Tackling Combustion Instability in Low-Emission Energy Systems: Mathematical Modelling, Numerical Simulations and Control Algorithms",2011-09-30,2011-09-30,267458.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/I016570/1,EC160254-FB4F-4D03-84A2-C19E65421B03,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,A838D078-9338-43A0-808B-9D18851BBF3F,"Luo, Kai Hong"
STFC,ST/M004147/1,University of Southampton,Sch of Mathematical Sciences,Research Grant,Dias,Oscar Joao Campos,,,,,,,Nonlinear and out-of-equilibrium Holography and Black Holes,2015-01-04,2015-01-04,266004.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ST/M004147/1,ECB21459-8E69-4BDF-B8F7-B7D9461ED92A,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,B4EE0115-DAA2-4138-9C33-7CB9A999468F,
NERC,NE/I006168/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Wilson,Paul,Alastair,,,,,,"Coupled change in global climate and the carbon cycle across the Eocene-Oligocene transition: New insight from the Pacific Ocean, IODP Exp 320",2010-01-08,2010-01-08,265606.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/I006168/1,2F130DC4-A5E9-4647-99D1-16D6B3FF4C99,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,F0CA692E-B1CA-4AF2-B434-1AAE3A1355BB,"Wilson, Paul Alastair"
BBSRC,BB/E014453/2,University of Southampton,Human Genetics,Research Grant,O'Kelly,Ita,,,,,,,14-3-3 Dependent targeting of K2P channels: A fundamental pathway for the intracellular vesicular trafficking of cell surface membrane proteins,2009-01-05,2009-01-05,265437.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=BB/E014453/2,36B31E71-B92A-4CAA-8DAD-27EA4C35D118,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,BCF5ECEF-1573-418C-8F70-7AED9019C0A9,
STFC,ST/I505980/1,University of Southampton,School of Physics and Astronomy,Training Grant,,,,,,,,,Quota Studentships,2010-01-10,2010-01-10,264986.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ST/I505980/1,D254FABD-6995-46E9-BE61-34246670D5B7,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,EP/G014337/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Vorobev,Anatoliy,,,,,,,PORE-LEVEL NETWORK MODELLING OF THE MISCIBLE DISPLACEMENT,2009-08-17,2009-08-17,264281.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/G014337/1,632C5AC2-DEC1-41E3-8850-74E0267F25DD,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,8447AE00-02A0-49D8-BD04-7DEF7AA26366,
NERC,NE/F003641/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Pälike,Heiko,,,,,,,Testing the amplitude and rapidity of carbonate saturation change and global climate during the high pCO2 Oligocene 'cold house',2008-01-07,2008-01-07,264133.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/F003641/1,DF0083AF-9A59-4112-988B-D16CCB299C35,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,7B02AB34-099F-498D-89A5-DC232B458851,
EPSRC,EP/K035037/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Sobester,Andras,,,,,,,Massive Atmospheric Volume Instrumentation System,2013-01-10,2013-01-10,263808.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/K035037/1,7881BFF6-6866-4F34-882B-2CD8ED36918E,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,542E05E7-780C-4750-96D4-22AD3E78FBF7,
BBSRC,BB/M029573/1,University of Southampton,School of Chemistry,Research Grant,Khalid,Syma,,,,,,,Molecular Basis for Substrate Recognition of Outer Membrane Proteins of the Human Pathogen Pseudomonas Aeruginosa,2016-01-02,2016-01-02,262329.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=BB/M029573/1,90CA2287-CA46-4264-8133-2039158A0165,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,AB306F06-3681-46EC-94F6-328FD3B3F634,
EPSRC,EP/N020278/1,University of Southampton,Optoelectronics Research Centre (ORC),Research Grant,Hewak,Dan,,,,,,,Development and Application of Non-Equilibrium Doping in Amorphous Chalcogenides,2016-01-04,2016-01-04,261632.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/N020278/1,3405C614-43DF-4060-8C3E-BC9CB13F3706,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,B85E211C-AA9E-41B7-9DF4-2D8318A12FEC,
EPSRC,EP/K005847/2,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Thompson,David,John,http://orcid.org/0000-0002-7964-5906,,,,,Modelling Of Train Induced Vibration (MOTIV),2013-01-07,2013-01-07,261458.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/K005847/2,5D204780-3DF7-41A8-8BB2-5F46105E1B94,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,7CE0D6F1-F544-4343-BB57-DC14D7A59D82,"Thompson, David John"
ESRC,RES-155-25-0061,University of Southampton,Statistical Sciences Research institute,Research Grant,Micklewright,John,,,,,,,Giving to Development,2006-01-01,2006-01-01,261092.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=RES-155-25-0061,AE904421-6F86-410B-9F81-67388BF25E10,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,8A34227C-782B-4D44-BC23-B45C1406C222,
EPSRC,EP/D062349/1,University of Southampton,Development Origin of Health and Disease,Research Grant,Oreffo,Richard,,,,,,,Cell Modification in 3D: a new Paradigm in the Creation of Living Cell-Biomaterial Composites,2006-02-10,2006-02-10,260734.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/D062349/1,109518B5-FF1E-4BB8-9C56-EAA2D4764835,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,9ADAE0D7-4F9D-41F5-8C0A-E19BE06CA1E0,
MRC,MR/R017352/1,University of Southampton,Clinical and Experimental Sciences,Fellowship,Varatharaj,Aravinthan,,http://orcid.org/0000-0003-1629-5774,,,,,Systemic inflammation and the blood-brain barrier in multiple sclerosis,2018-01-08,2018-01-08,260381.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=MR/R017352/1,402EEF5F-9CA1-401D-9E60-69912C047B01,C008C651-F5B0-4859-A334-5F574AB6B57C,30A429E3-83B7-4E41-99C0-14A144F07DFE,668DFAE2-80EC-4887-9502-7A93AD908072,
NERC,NE/S015604/1,University of Southampton,Sch of of Electronics and Computer Sci,Research Grant,Middleton,Stuart,Edward,,,,,,Global Surface Air Temperature (GloSAT),2019-01-10,2019-01-10,260036.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=NE/S015604/1,628A9109-ACDD-4C7C-8BA0-01DF558F5F6F,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,E2297044-BC9C-4BBC-8CF2-4CCEFF3D0B31,"Middleton, Stuart Edward"
EPSRC,EP/V051679/1,University of Southampton,Sch of Engineering,Research Grant,Kim,Min Kwan,,http://orcid.org/0000-0002-6192-312X,,,,,Rapid Decontamination System of PPE and Medical Equipment for Reuse using Flexible Non-thermal Plasma Generator,2021-01-02,2021-01-02,259739.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/V051679/1,52E44D1F-EF7C-4E7D-80B3-F4F17AE50204,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,17A2D71C-48F6-4207-847E-72D171B9314C,
EPSRC,EP/J012874/1,University of Southampton,Optoelectronics Research Centre,Research Grant,Horak,Peter,,http://orcid.org/0000-0002-8710-8764,,,,,Continuously Tunable Optical Buffer,2012-01-07,2012-01-07,259101.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/J012874/1,D3088D75-7966-4680-B321-6094DAC36E59,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,2930392F-4442-4EDD-8123-6F68ABC3F5C5,
EPSRC,EP/D057043/1,University of Southampton,Optoelectronics Research Centre,Research Grant,Loh,Wei,H,,,,,,Visible fibre lasers by downconversion,2006-01-04,2006-01-04,259054.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/D057043/1,8780B434-19DD-47CC-8D9C-6001AE9794D4,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,5257C41F-54B9-4EA0-B844-BF23767C2296,"Loh, Wei H"
